Open,Low,High,Close,Volume
2000-03-28,1.225446,1.2243300000000001,1.267857,1.242188,202966400.0
2000-03-29,1.24442,1.194894,1.244978,1.213728,239836800.0
2000-03-30,1.192522,1.119978,1.229353,1.122768,414400000.0
2000-03-31,1.137835,1.125,1.225446,1.212612,404633600.0
2000-04-03,1.209821,1.155692,1.245536,1.19029,328563200.0
2000-04-04,1.184152,1.042411,1.1875,1.136719,660329600.0
2000-04-05,1.129185,1.107143,1.1863839999999999,1.164063,457665600.0
2000-04-06,1.166295,1.100446,1.200893,1.117746,259627200.0
2000-04-07,1.136161,1.120536,1.177455,1.176339,242435199.99999997
2000-04-10,1.175781,1.113839,1.185268,1.116071,212262400.0
2000-04-11,1.102679,1.054129,1.114955,1.066406,541822400.0
2000-04-12,1.0625,0.936384,1.0625,0.9754459999999999,941136000.0
2000-04-13,0.995536,0.9687500000000001,1.071429,1.016183,529827200.0
2000-04-14,0.976004,0.9732139999999999,1.053571,0.998884,667620800.0
2000-04-17,0.977679,0.973772,1.106585,1.106027,409561599.99999994
2000-04-18,1.102679,1.065848,1.132813,1.132813,390924800.0
2000-04-19,1.126674,1.069196,1.162946,1.081473,520150400.0
2000-04-20,1.104353,1.045201,1.113839,1.0613839999999999,722120000.0
2000-04-24,1.026786,1.024554,1.075893,1.075893,443620800.0
2000-04-25,1.090402,1.089844,1.149554,1.145647,391641600.0
2000-04-26,1.13058,1.071429,1.142857,1.083147,366912000.0
2000-04-27,1.046317,1.040876,1.133929,1.131696,326603200.0
2000-04-28,1.135045,1.083147,1.138393,1.107701,249580799.99999997
2000-05-01,1.114955,1.08817,1.117188,1.109933,226195200.0
2000-05-02,1.100446,1.049107,1.127232,1.052455,236432000.00000003
2000-05-03,1.061942,0.996652,1.082589,1.027344,489798400.0
2000-05-04,1.027902,0.987165,1.029018,0.988281,399515200.0
2000-05-05,0.989397,0.9885600000000001,1.024554,1.010045,284076800.0
2000-05-08,1.000837,0.982143,1.015067,0.983259,184900800.0
2000-05-09,0.984933,0.936384,0.993304,0.941406,327140800.0
2000-05-10,0.929129,0.8816959999999999,0.9375,0.8867189999999999,535091200.0
2000-05-11,0.905134,0.883929,0.930804,0.9179689999999999,499744000.0
2000-05-12,0.946429,0.935407,0.9866069999999999,0.960938,306913600.0
2000-05-15,0.9648439999999999,0.8939729999999999,0.9648439999999999,0.901786,678932800.0
2000-05-16,0.933175,0.917411,0.973772,0.943638,440451200.00000006
2000-05-17,0.9252229999999999,0.8962049999999999,0.925781,0.905134,398092800.0
2000-05-18,0.919643,0.898438,0.9369419999999999,0.899554,373777600.0
2000-05-19,0.886161,0.8337049999999999,0.886161,0.839286,740667200.0
2000-05-22,0.837054,0.767857,0.837054,0.803013,755507200.0
2000-05-23,0.808036,0.764509,0.8337049999999999,0.766183,517585599.99999994
2000-05-24,0.769531,0.7410709999999999,0.8013389999999999,0.782924,678462400.0
2000-05-25,0.790179,0.767857,0.8272879999999999,0.779157,406750399.99999994
2000-05-26,0.7857139999999999,0.761161,0.8024549999999999,0.7712049999999999,181148800.0
2000-05-30,0.782366,0.729911,0.78683,0.781808,713059200.0
2000-05-31,0.7756700000000001,0.7483259999999999,0.814732,0.75,433507200.0
2000-06-01,0.729911,0.717634,0.799665,0.795759,903839999.9999999
2000-06-02,0.837054,0.794643,0.890625,0.8264509999999999,792848000.0
2000-06-05,0.833147,0.800781,0.8504459999999999,0.8152900000000001,323668800.0
2000-06-06,0.82115,0.8063619999999999,0.8638389999999999,0.829241,525481600.0
2000-06-07,0.835938,0.81808,0.8660709999999999,0.862165,337019200.0
2000-06-08,0.871652,0.831473,0.8794639999999999,0.8465400000000001,238526399.99999997
2000-06-09,0.8638389999999999,0.842634,0.8744419999999999,0.854911,252358400.0
2000-06-12,0.860491,0.811384,0.861049,0.814174,290337600.0
2000-06-13,0.814174,0.787388,0.845424,0.8437500000000001,351456000.0
2000-06-14,0.845424,0.804688,0.859375,0.8074779999999999,277446400.0
2000-06-15,0.814732,0.794643,0.8337049999999999,0.824777,248572800.0
2000-06-16,0.8348209999999999,0.7952009999999999,0.837054,0.814174,303564800.0
2000-06-19,0.8085939999999999,0.801897,0.873884,0.8627229999999999,394004800.0
2000-06-20,0.8794639999999999,0.8783479999999999,0.928013,0.904018,501390400.0
2000-06-21,0.901786,0.898438,1.016741,0.993304,490000000.00000006
2000-06-22,0.995536,0.9564729999999999,1.029018,0.9598209999999999,467712000.00000006
2000-06-23,0.960379,0.907366,0.9754459999999999,0.922991,204965600.0
2000-06-26,0.9375,0.930804,0.977679,0.966518,185354400.0
2000-06-27,0.960379,0.921875,0.9910709999999999,0.924107,203470400.0
2000-06-28,0.952009,0.919643,0.9888389999999999,0.9720979999999999,286428800.0
2000-06-29,0.947545,0.91183,0.9631700000000001,0.915179,203660800.00000003
2000-06-30,0.94308,0.922991,0.981027,0.935268,323097600.0
2000-07-03,0.930804,0.930804,0.969866,0.952009,70828800.0
2000-07-05,0.950893,0.9062500000000001,0.985491,0.921875,265216000.00000003
2000-07-06,0.9375,0.886161,0.945313,0.9252229999999999,309545600.0
2000-07-07,0.939174,0.930804,0.978795,0.9720979999999999,263603200.00000003
2000-07-10,0.96596,0.9598209999999999,1.040179,1.020089,397796000.0
2000-07-11,1.017857,0.9899549999999999,1.058036,1.016741,357896000.0
2000-07-12,1.037946,1.006696,1.052455,1.051339,225433600.0
2000-07-13,1.044643,0.977679,1.082589,1.008929,445659199.99999994
2000-07-14,1.020089,1.015625,1.053571,1.030134,190276800.0
2000-07-17,1.040179,1.020089,1.050223,1.041295,260002400.0
2000-07-18,1.044643,1.015625,1.051339,1.022321,318404800.0
2000-07-19,0.985491,0.924107,1.014509,0.9408479999999999,457872800.0
2000-07-20,0.982143,0.966518,1.018973,0.984375,465572800.0
2000-07-21,0.970703,0.945313,0.993304,0.9564729999999999,196235200.0
2000-07-24,0.938616,0.8482139999999999,0.9441959999999999,0.8694200000000001,412171199.99999994
2000-07-25,0.898438,0.876116,0.904018,0.8939729999999999,211607200.0
2000-07-26,0.8900669999999999,0.8794639999999999,0.915179,0.8939729999999999,210470400.0
2000-07-27,0.892857,0.890625,0.950893,0.9285709999999999,294985600.0
2000-07-28,0.9335939999999999,0.837054,0.9375,0.8627229999999999,237893600.0
2000-07-31,0.8777900000000001,0.870536,0.921875,0.907366,155299200.0
2000-08-01,0.898438,0.8794639999999999,0.913504,0.88058,137284000.0
2000-08-02,0.875,0.842634,0.891741,0.8437500000000001,162355200.0
2000-08-03,0.813616,0.790179,0.858259,0.857143,339897600.0
2000-08-04,0.8833709999999999,0.827009,0.915179,0.845982,263121600.00000003
2000-08-07,0.854911,0.842634,0.876116,0.856027,187348000.0
2000-08-08,0.856027,0.827009,0.857143,0.8348209999999999,176674400.0
2000-08-09,0.859375,0.8437500000000001,0.8649549999999999,0.8482139999999999,379640800.0
2000-08-10,0.857143,0.845982,0.8649549999999999,0.84933,251714400.0
2000-08-11,0.836496,0.813616,0.857143,0.851563,238056000.0
2000-08-14,0.849888,0.827009,0.851563,0.840402,156660000.0
2000-08-15,0.8437500000000001,0.830357,0.856027,0.8337049999999999,114200799.99999999
2000-08-16,0.837054,0.835938,0.875,0.8660709999999999,143673600.0
2000-08-17,0.8638389999999999,0.8627229999999999,0.936384,0.918527,270900000.0
2000-08-18,0.917411,0.890625,0.9252229999999999,0.892857,190176000.0
2000-08-21,0.8973209999999999,0.886161,0.920759,0.901786,134467200.0
2000-08-22,0.904018,0.899554,0.94308,0.922991,276802400.0
2000-08-23,0.9190849999999999,0.91183,0.977679,0.969866,236863199.99999997
2000-08-24,0.9762829999999999,0.953125,1.011161,1.001953,310766400.0
2000-08-25,1.008929,1.006696,1.026786,1.014509,334460000.0
2000-08-28,1.022321,1.018973,1.053571,1.03683,359004800.0
2000-08-29,1.033482,1.030134,1.0613839999999999,1.05692,267030399.99999997
2000-08-30,1.053571,1.04827,1.071429,1.0625,285392800.0
2000-08-31,1.053013,1.052455,1.098214,1.08817,419596799.99999994
2000-09-01,1.094866,1.091518,1.136161,1.132813,256872000.0
2000-09-05,1.118862,1.111607,1.145089,1.114955,298642400.0
2000-09-06,1.095982,1.03125,1.113839,1.043527,355404000.0
2000-09-07,1.055804,1.040179,1.117188,1.107143,217464800.0
2000-09-08,1.100446,1.044643,1.100446,1.051339,195518400.0
2000-09-11,1.047991,1.037946,1.078125,1.043527,187381600.0
2000-09-12,1.023996,1.017857,1.072545,1.03125,187997600.0
2000-09-13,1.013393,1.013393,1.0625,1.035714,305984000.0
2000-09-14,1.045759,1.014509,1.064732,1.015346,426552000.00000006
2000-09-15,1.03125,0.9687500000000001,1.039063,0.986328,394514400.0
2000-09-18,0.9866069999999999,0.983259,1.084821,1.083147,424536000.0
2000-09-19,1.066964,1.045759,1.080357,1.070313,271510400.0
2000-09-20,1.060826,1.045759,1.097098,1.090123,227388000.0
2000-09-21,1.044643,0.9866069999999999,1.064732,1.012277,510490400.00000006
2000-09-22,0.898438,0.892857,0.936384,0.9319200000000001,726700800.0
2000-09-25,0.9419639999999999,0.929688,0.9910709999999999,0.955357,435551200.0
2000-09-26,0.952009,0.917411,0.977679,0.918527,290936800.0
2000-09-27,0.924107,0.861607,0.9419639999999999,0.873884,402259200.00000006
2000-09-28,0.88058,0.859375,0.960938,0.955357,979585600.0
2000-09-29,0.503348,0.453125,0.517857,0.459821,7421640800.0
2000-10-02,0.47656299999999996,0.419643,0.47767899999999996,0.433036,2424788800.0
2000-10-03,0.44531299999999996,0.396205,0.44642899999999996,0.39843799999999996,2038120000.0000002
2000-10-04,0.39955399999999996,0.390625,0.42410699999999996,0.421875,1466024000.0
2000-10-05,0.419643,0.39285699999999996,0.4375,0.39397299999999996,873006400.0
2000-10-06,0.405134,0.375,0.40959799999999996,0.396205,612656800.0
2000-10-09,0.404018,0.37723199999999996,0.40848199999999996,0.388393,597564800.0
2000-10-10,0.386161,0.366071,0.40067,0.372768,691101600.0
2000-10-11,0.359375,0.341518,0.375,0.350446,1198422400.0
2000-10-12,0.36272299999999996,0.34821399999999997,0.371652,0.357143,1191064000.0
2000-10-13,0.36160699999999996,0.357143,0.39508899999999997,0.39397299999999996,1247752800.0
2000-10-16,0.39843799999999996,0.381696,0.41517899999999996,0.38392899999999996,820176000.0
2000-10-17,0.387277,0.35156299999999996,0.391741,0.359375,601720000.0
2000-10-18,0.34709799999999996,0.334821,0.376116,0.359375,834265600.0
2000-10-19,0.342076,0.327009,0.35379499999999997,0.33817,1506724800.0
2000-10-20,0.340402,0.33817,0.36383899999999997,0.34821399999999997,791263200.0
2000-10-23,0.361886,0.34709799999999996,0.36718799999999996,0.36383899999999997,551292000.0
2000-10-24,0.36942,0.33593799999999996,0.372768,0.33705399999999996,804451199.9999999
2000-10-25,0.340402,0.329241,0.342634,0.330357,663969600.0
2000-10-26,0.33593799999999996,0.3125,0.33705399999999996,0.330357,721851200.0
2000-10-27,0.33705399999999996,0.319196,0.342634,0.33147299999999996,744503200.0
2000-10-30,0.341518,0.334821,0.356027,0.344866,639189600.0
2000-10-31,0.35267899999999996,0.34375000000000006,0.36160699999999996,0.34933000000000003,885880800.0
2000-11-01,0.34709799999999996,0.34709799999999996,0.372768,0.366071,575366400.0
2000-11-02,0.37723199999999996,0.376116,0.40067,0.39843799999999996,590693600.0
2000-11-03,0.41071399999999997,0.391741,0.41071399999999997,0.397321,515821600.00000006
2000-11-06,0.40067,0.372768,0.404018,0.38281299999999996,393478400.0
2000-11-07,0.38392899999999996,0.371652,0.389509,0.38058000000000003,301963200.0
2000-11-08,0.381696,0.35379499999999997,0.38281299999999996,0.358259,422088800.00000006
2000-11-09,0.354911,0.340402,0.366071,0.360491,476834400.0
2000-11-10,0.345703,0.340402,0.354911,0.340402,422251200.0
2000-11-13,0.334821,0.325893,0.357143,0.345982,431816000.0
2000-11-14,0.356027,0.34933000000000003,0.366071,0.36160699999999996,409001600.00000006
2000-11-15,0.357701,0.34375000000000006,0.360491,0.354911,282357600.0
2000-11-16,0.34821399999999997,0.33705399999999996,0.35379499999999997,0.339286,239372000.0
2000-11-17,0.342634,0.325893,0.34375000000000006,0.330357,446180000.0
2000-11-20,0.33203099999999997,0.325893,0.34821399999999997,0.33817,408066399.99999994
2000-11-21,0.342634,0.334821,0.34821399999999997,0.33593799999999996,301952000.0
2000-11-22,0.33593799999999996,0.328125,0.341518,0.330357,280532000.0
2000-11-24,0.336775,0.33593799999999996,0.34821399999999997,0.344866,160932800.0
2000-11-27,0.354911,0.330357,0.356027,0.333705,258792799.99999997
2000-11-28,0.333705,0.32031299999999996,0.339286,0.32198699999999997,269124800.0
2000-11-29,0.323103,0.308036,0.327009,0.313616,492150399.99999994
2000-11-30,0.297991,0.287946,0.303571,0.294643,809597600.0
2000-12-01,0.303571,0.30022299999999996,0.3125,0.30468799999999996,385705600.0
2000-12-04,0.30692,0.293527,0.30692,0.297991,371520800.0
2000-12-05,0.302455,0.292411,0.311384,0.303571,613978400.0
2000-12-06,0.261161,0.25,0.267857,0.25558000000000003,1374464000.0
2000-12-07,0.257813,0.25,0.265625,0.25558000000000003,408917600.0
2000-12-08,0.264509,0.257813,0.273438,0.26897299999999996,435623999.99999994
2000-12-11,0.271205,0.265625,0.27455399999999996,0.271205,332511200.0
2000-12-12,0.272321,0.267857,0.28571399999999997,0.27455399999999996,386260000.0
2000-12-13,0.277902,0.265625,0.277902,0.267857,344887200.0
2000-12-14,0.268415,0.257813,0.272321,0.257813,263317599.99999997
2000-12-15,0.26004499999999997,0.25,0.262277,0.251116,513945600.0
2000-12-18,0.26004499999999997,0.248884,0.261161,0.25446399999999997,325808000.0
2000-12-19,0.256696,0.25,0.272321,0.25,374007200.0
2000-12-20,0.24609399999999998,0.243304,0.261161,0.256696,565331200.0
2000-12-21,0.25446399999999997,0.247768,0.267857,0.251116,366844800.0
2000-12-22,0.252232,0.252232,0.267857,0.267857,318052000.0
2000-12-26,0.265625,0.25446399999999997,0.267857,0.262277,216815200.0
2000-12-27,0.256138,0.25334799999999996,0.264509,0.264509,325466400.0
2000-12-28,0.256696,0.25558000000000003,0.266741,0.264509,305177600.0
2000-12-29,0.262277,0.25892899999999996,0.267857,0.265625,630336000.0
2001-01-02,0.265625,0.26004499999999997,0.272321,0.265625,452312000.00000006
2001-01-03,0.25892899999999996,0.257813,0.297991,0.292411,817073600.0
2001-01-04,0.32394,0.30022299999999996,0.330357,0.30468799999999996,739396000.0
2001-01-05,0.302455,0.28683000000000003,0.310268,0.292411,412356000.00000006
2001-01-08,0.302455,0.28459799999999996,0.303292,0.295759,373699200.0
2001-01-09,0.30022299999999996,0.295759,0.315011,0.30692,588929600.0
2001-01-10,0.297991,0.28683000000000003,0.303571,0.295759,580781600.0
2001-01-11,0.29017899999999996,0.29017899999999996,0.330357,0.32142899999999996,803734399.9999999
2001-01-12,0.319196,0.30468799999999996,0.32142899999999996,0.30692,423376799.99999994
2001-01-16,0.311384,0.303571,0.325893,0.30580399999999996,306118400.0
2001-01-17,0.313616,0.294643,0.313616,0.30022299999999996,840873599.9999999
2001-01-18,0.31808000000000003,0.314732,0.334821,0.333705,1227010400.0
2001-01-19,0.34709799999999996,0.333705,0.34933000000000003,0.34821399999999997,776664000.0
2001-01-22,0.340402,0.329241,0.350446,0.34375000000000006,519327200.00000006
2001-01-23,0.344866,0.340402,0.373884,0.366071,879530400.0
2001-01-24,0.36830399999999996,0.34933000000000003,0.36942,0.366071,717091200.0
2001-01-25,0.36718799999999996,0.35267899999999996,0.36718799999999996,0.356027,489708800.0
2001-01-26,0.34821399999999997,0.340402,0.35379499999999997,0.34933000000000003,482820800.0
2001-01-29,0.34933000000000003,0.34933000000000003,0.388393,0.387277,855528800.0000001
2001-01-30,0.38504499999999997,0.372768,0.39285699999999996,0.388393,692423200.0
2001-01-31,0.38392899999999996,0.38281299999999996,0.401786,0.386161,730704800.0
2001-02-01,0.36942,0.366071,0.38392899999999996,0.37723199999999996,369695200.0
2001-02-02,0.37723199999999996,0.366071,0.391741,0.36830399999999996,427341600.0
2001-02-05,0.366071,0.35267899999999996,0.36718799999999996,0.360491,286115199.99999994
2001-02-06,0.359933,0.357143,0.381975,0.37723199999999996,462711200.00000006
2001-02-07,0.36886199999999997,0.35379499999999997,0.372768,0.370536,393887200.0
2001-02-08,0.36718799999999996,0.360491,0.376116,0.370536,604128000.0
2001-02-09,0.366071,0.333705,0.371652,0.341518,590083200.0
2001-02-12,0.340402,0.33593799999999996,0.357143,0.35156299999999996,274120000.0
2001-02-13,0.356027,0.339286,0.364955,0.341518,237070400.0
2001-02-14,0.342634,0.330357,0.350446,0.34821399999999997,309120000.0
2001-02-15,0.35156299999999996,0.35156299999999996,0.36718799999999996,0.358259,311416000.0
2001-02-16,0.339286,0.334821,0.34821399999999997,0.339286,263911200.0
2001-02-20,0.342634,0.324777,0.34709799999999996,0.327009,314893600.0
2001-02-21,0.325893,0.325893,0.356027,0.33705399999999996,390258400.0
2001-02-22,0.340402,0.32142899999999996,0.345982,0.33593799999999996,431961600.0
2001-02-23,0.33258899999999997,0.325893,0.33705399999999996,0.33593799999999996,293865600.0
2001-02-26,0.340402,0.33147299999999996,0.35156299999999996,0.34821399999999997,206438400.0
2001-02-27,0.344308,0.333705,0.34709799999999996,0.345982,348516000.0
2001-02-28,0.345982,0.323661,0.34709799999999996,0.325893,508233600.0
2001-03-01,0.31808000000000003,0.30692,0.334821,0.334821,330461600.0
2001-03-02,0.327009,0.325893,0.364955,0.34375000000000006,406201600.0
2001-03-05,0.345982,0.34375000000000006,0.366071,0.36383899999999997,324172800.0
2001-03-06,0.369978,0.36942,0.39397299999999996,0.38392899999999996,731802400.0
2001-03-07,0.38058000000000003,0.370536,0.386161,0.37946399999999997,419540799.99999994
2001-03-08,0.36942,0.364955,0.37723199999999996,0.371652,204859200.00000003
2001-03-09,0.36830399999999996,0.357143,0.36942,0.36160699999999996,299135200.0
2001-03-12,0.35156299999999996,0.323661,0.354911,0.33258899999999997,391020000.0
2001-03-13,0.33705399999999996,0.324777,0.34933000000000003,0.34933000000000003,443329600.00000006
2001-03-14,0.330357,0.329241,0.366071,0.364955,477775199.99999994
2001-03-15,0.372768,0.35156299999999996,0.381696,0.35156299999999996,529317600.0
2001-03-16,0.339286,0.33705399999999996,0.36272299999999996,0.350446,470316000.00000006
2001-03-19,0.35267899999999996,0.34821399999999997,0.36830399999999996,0.36718799999999996,356008800.0
2001-03-20,0.369978,0.35156299999999996,0.373884,0.35156299999999996,499206400.0
2001-03-21,0.35323699999999997,0.345982,0.372768,0.359375,371375200.0
2001-03-22,0.36383899999999997,0.360491,0.388393,0.386161,723301600.0
2001-03-23,0.39397299999999996,0.39285699999999996,0.420759,0.41071399999999997,944888000.0000001
2001-03-26,0.41303599999999996,0.37732099999999996,0.42410699999999996,0.38892899999999997,734451200.0
2001-03-27,0.39178599999999997,0.391071,0.411607,0.408393,543821600.0
2001-03-28,0.39428599999999997,0.38392899999999996,0.401786,0.395893,584662400.0
2001-03-29,0.38875000000000004,0.38392899999999996,0.41875,0.402321,613065600.0
2001-03-30,0.402679,0.381071,0.40571399999999996,0.394107,400349600.0
2001-04-02,0.394464,0.382143,0.404643,0.385536,340911200.0
2001-04-03,0.38142899999999996,0.359464,0.382143,0.361429,368687200.0
2001-04-04,0.352857,0.334821,0.36160699999999996,0.34821399999999997,685484800.0
2001-04-05,0.367857,0.357143,0.401786,0.372679,446762400.0
2001-04-06,0.371429,0.355357,0.375714,0.367679,324889600.0
2001-04-09,0.36946399999999996,0.358214,0.381071,0.366786,266582399.99999997
2001-04-10,0.373214,0.371071,0.40535699999999997,0.393571,457374399.99999994
2001-04-11,0.41035699999999997,0.38,0.41071399999999997,0.38928599999999997,334096000.0
2001-04-12,0.3825,0.377679,0.41107099999999996,0.40035699999999996,298933600.0
2001-04-16,0.394464,0.3725,0.4,0.382857,285224800.0
2001-04-17,0.378571,0.35000000000000003,0.37875000000000003,0.364286,685199200.0
2001-04-18,0.385179,0.37642899999999996,0.43,0.406964,1100842400.0
2001-04-19,0.45625000000000004,0.421429,0.459821,0.45928599999999997,1873670400.0
2001-04-20,0.445179,0.43928599999999995,0.457679,0.44714299999999996,693403200.0
2001-04-23,0.434643,0.428571,0.44642899999999996,0.433036,541525600.0
2001-04-24,0.43446399999999996,0.419821,0.44196399999999997,0.42910699999999996,377137600.0
2001-04-25,0.43232099999999996,0.42089299999999996,0.44392899999999996,0.44142899999999996,330780800.0
2001-04-26,0.449464,0.440714,0.46607099999999996,0.440893,799696800.0
2001-04-27,0.45,0.44196399999999997,0.469464,0.46785699999999997,453012000.0
2001-04-30,0.476786,0.444107,0.484286,0.455179,494776800.0
2001-05-01,0.45375000000000004,0.45,0.47321399999999997,0.463036,427252000.0
2001-05-02,0.47035699999999997,0.46,0.476786,0.474821,368524800.0
2001-05-03,0.46375000000000005,0.44160699999999997,0.46875000000000006,0.445714,301543200.0
2001-05-04,0.432857,0.427857,0.461607,0.459821,281052799.99999994
2001-05-07,0.4575,0.443571,0.46,0.445714,276550400.0
2001-05-08,0.452679,0.427679,0.454464,0.43875000000000003,315436800.0
2001-05-09,0.431071,0.42267899999999997,0.438393,0.428214,324889600.0
2001-05-10,0.43232099999999996,0.409821,0.4375,0.41071399999999997,288976800.0
2001-05-11,0.410893,0.406429,0.419464,0.40803599999999995,203044799.99999997
2001-05-14,0.40875000000000006,0.40625000000000006,0.422857,0.41589299999999996,309220800.0
2001-05-15,0.417321,0.411429,0.45535699999999996,0.413929,237025600.0
